CarNumber,LastName,Sector,Time,EntryTime,ExitTime,Lap,Flag
16,Servia,S2,10.9677,55943.1685,55954.1362,0,Green
4,Daly,S2,11.2599,55936.9662,55948.2261,0,Green
2,Newgarden,S2,10.4238,57160.2361,57170.6599,0,Green
8,Chilton,S2,10.8302,55921.1458,55931.976,0,Green
27,Andretti,S2,11.0646,56246.6662,56257.7308,0,Green
83,Kimball,S2,10.7245,55953.024,55963.7485,0,Green
98,Rossi,S2,10.9022,55985.976,55996.8782,0,Green
7,Aleshin,S2,10.6358,56193.7596,56204.3954,0,Green
26,Sato,S2,10.9158,55967.0344,55977.9502,0,Green
21,Hildebrand,S2,11.268,55935.5852,55946.8532,0,Green
12,Power,S2,10.9794,57313.3134,57324.2928,0,Green
10,Kanaan,S2,10.6979,56693.4993,56704.1972,0,Green
20,Pigot,S2,10.9706,56823.1096,56834.0802,0,Green
19,Jones,S2,11.0793,56251.8115,56262.8908,0,Green
9,Dixon,S2,10.6813,57198.6984,57209.3797,0,Green
3,Castroneves,S2,10.6941,57191.3077,57202.0018,0,Green
3,Castroneves,S2,10.5699,57267.056,57277.6259,1,Green
15,Rahal,S2,10.6872,57018.5357,57029.2229,1,Green
98,Rossi,S2,10.5946,56063.1753,56073.7699,1,Green
83,Kimball,S2,10.652,56030.4094,56041.0614,1,Green
20,Pigot,S2,10.8351,56902.6948,56913.5299,1,Green
14,Munoz,S2,10.8846,56070.8679,56081.7525,1,Green
18,Gutierrez,S2,11.3865,56744.8468,56756.2333,1,Green
10,Kanaan,S2,10.5379,56773.3518,56783.8897,1,Green
16,Servia,S2,10.8011,56022.5612,56033.3623,1,Green
5,Hinchcliffe,S2,10.5973,56691.4004,56701.9977,1,Green
4,Daly,S2,10.6375,56018.7958,56029.4333,1,Green
2,Newgarden,S2,10.7429,57236.8628,57247.6057,1,Green
8,Chilton,S2,10.8239,55998.8255,56009.6494,1,Green
1,Pagenaud,S2,10.601,56752.1343,56762.7353,1,Green
7,Aleshin,S2,12.3999,56270.2424,56282.6423,1,Red
26,Sato,S2,10.5944,56045.3682,56055.9626,1,Green
21,Hildebrand,S2,10.8777,56014.246,56025.1237,1,Green
12,Power,S2,10.5491,57391.5771,57402.1262,1,Green
28,Hunter-Reay,S2,10.9189,56688.6673,56699.5862,1,Green
3,Castroneves,S2,10.3255,57342.8476,57353.1731,2,Green
15,Rahal,S2,10.4433,57095.5411,57105.9844,2,Green
98,Rossi,S2,10.5198,56139.2231,56149.7429,2,Green
1,Pagenaud,S2,10.5214,56827.5627,56838.0841,2,Green
26,Sato,S2,10.4969,56120.9872,56131.4841,2,Green
21,Hildebrand,S2,10.7741,56092.3024,56103.0765,2,Green
19,Jones,S2,10.9514,56695.2748,56706.2262,2,Green
9,Dixon,S2,10.7041,57472.3864,57483.0905,2,Green
18,Gutierrez,S2,12.1052,56825.0185,56837.1237,2,Green
2,Newgarden,S2,10.6294,57321.0123,57331.6417,2,Green
8,Chilton,S2,10.7294,56076.345,56087.0744,2,Green
27,Andretti,S2,10.988,56712.0663,56723.0543,2,Green
83,Kimball,S2,10.6046,56107.5949,56118.1995,2,Green
20,Pigot,S2,10.7708,56981.5398,56992.3106,2,Green
14,Munoz,S2,10.6329,56149.4687,56160.1016,2,Green
12,Power,S2,10.5074,57468.093,57478.6004,2,Green
28,Hunter-Reay,S2,10.6763,56765.9151,56776.5914,2,Green
10,Kanaan,S2,10.5915,56849.504,56860.0955,2,Green
16,Servia,S2,10.6317,56100.0447,56110.6764,2,Green
5,Hinchcliffe,S2,10.3956,56769.8102,56780.2058,2,Green
4,Daly,S2,10.5112,56095.6199,56106.1311,2,Green
3,Castroneves,S2,10.2724,57418.3152,57428.5876,3,Green
15,Rahal,S2,10.3614,57171.6378,57181.9992,3,Green
98,Rossi,S2,10.3896,56214.5577,56224.9473,3,Green
83,Kimball,S2,10.5606,56184.68,56195.2406,3,Green
20,Pigot,S2,10.8297,57059.8042,57070.6339,3,Green
14,Munoz,S2,10.5905,56226.4767,56237.0672,3,Green
19,Jones,S2,10.8075,56774.7242,56785.5317,3,Green
10,Kanaan,S2,10.6674,56930.2032,56940.8706,3,Green
16,Servia,S2,10.7182,56177.0578,56187.776,3,Green
5,Hinchcliffe,S2,10.388,56846.2951,56856.6831,3,Green
4,Daly,S2,10.4657,56171.9792,56182.4449,3,Green
8,Chilton,S2,10.6933,56161.2725,56171.9658,3,Green
27,Andretti,S2,10.917,56789.4905,56800.4075,3,Green
1,Pagenaud,S2,10.4949,56908.0507,56918.5456,3,Green
7,Aleshin,S2,10.6225,56730.2904,56740.9129,3,Green
26,Sato,S2,10.5294,56201.914,56212.4434,3,Green
21,Hildebrand,S2,10.7305,56169.5514,56180.2819,3,Green
12,Power,S2,10.4732,57544.2336,57554.7068,3,Green
28,Hunter-Reay,S2,10.5408,56845.1076,56855.6484,3,Green
15,Rahal,S2,10.4192,57247.1363,57257.5555,4,Green
1,Pagenaud,S2,10.4574,56983.5272,56993.9846,4,Green
27,Andretti,S2,10.8121,56866.5943,56877.4064,4,Green
83,Kimball,S2,10.6319,56262.0933,56272.7252,4,Green
19,Jones,S2,10.8369,56853.548,56864.3849,4,Green
9,Dixon,S2,10.8352,57975.5041,57986.3393,4,Green
18,Gutierrez,S2,11.2279,57283.9274,57295.1553,4,Green
7,Aleshin,S2,10.5534,56806.3346,56816.888,4,Green
21,Hildebrand,S2,10.6856,56248.0699,56258.7555,4,Green
28,Hunter-Reay,S2,10.5474,56935.9784,56946.5258,4,Green
16,Servia,S2,10.6943,56260.1422,56270.8365,4,Green
5,Hinchcliffe,S2,10.3373,56923.7987,56934.136,4,Green
2,Newgarden,S2,10.6897,57795.6641,57806.3538,4,Green
3,Castroneves,S2,10.8331,57953.7409,57964.574,5,Green
10,Kanaan,S2,10.7569,57759.607,57770.3639,5,Green
5,Hinchcliffe,S2,10.3976,57000.5794,57010.977,5,Green
4,Daly,S2,10.7052,57023.8319,57034.5371,5,Green
8,Chilton,S2,10.7142,56968.9106,56979.6248,5,Green
27,Andretti,S2,10.8332,56943.7413,56954.5745,5,Green
20,Pigot,S2,10.6687,57648.4894,57659.1581,5,Green
15,Rahal,S2,10.4651,57327.5752,57338.0403,5,Green
1,Pagenaud,S2,10.3976,57064.9728,57075.3704,5,Green
7,Aleshin,S2,10.4287,56882.5701,56892.9988,5,Green
26,Sato,S2,10.8944,56972.6174,56983.5118,5,Green
12,Power,S2,10.6558,57982.3459,57993.0017,5,Green
28,Hunter-Reay,S2,10.5636,57014.7294,57025.293,5,Green
14,Munoz,S2,10.6745,56841.6295,56852.304,5,Green
19,Jones,S2,10.9025,56933.594,56944.4965,5,Green
9,Dixon,S2,10.7056,58053.5584,58064.264,5,Green
18,Gutierrez,S2,11.1968,57362.4247,57373.6215,5,Green
3,Castroneves,S2,10.3253,58031.0112,58041.3365,6,Green
1,Pagenaud,S2,10.3857,57140.4272,57150.8129,6,Green
9,Dixon,S2,10.6402,58131.3318,58141.972,6,Green
18,Gutierrez,S2,11.1972,57443.7373,57454.9345,6,Green
4,Daly,S2,10.6921,57102.0123,57112.7044,6,Green
8,Chilton,S2,10.5796,57046.4367,57057.0163,6,Green
83,Kimball,S2,10.7306,56916.8131,56927.5437,6,Green
20,Pigot,S2,10.5802,57725.5344,57736.1146,6,Green
14,Munoz,S2,10.6792,56920.4536,56931.1328,6,Green
19,Jones,S2,10.7595,57012.0404,57022.7999,6,Green
26,Sato,S2,10.6473,57051.1681,57061.8154,6,Green
21,Hildebrand,S2,10.8436,56704.2742,56715.1178,6,Green
12,Power,S2,12.7073,58059.8686,58072.5759,6,Green
10,Kanaan,S2,10.7608,57837.7035,57848.4643,6,Green
16,Servia,S2,10.8983,56797.2185,56808.1168,6,Green
5,Hinchcliffe,S2,10.2975,57077.4924,57087.7899,6,Green
3,Castroneves,S2,10.6065,58107.4273,58118.0338,7,Green
15,Rahal,S2,10.4662,57705.5403,57716.0065,7,Green
7,Aleshin,S2,10.506,57409.7508,57420.2568,7,Green
21,Hildebrand,S2,10.7831,56781.7234,56792.5065,7,Green
27,Andretti,S2,11.0408,57503.2171,57514.2579,7,Green
83,Kimball,S2,10.5716,56994.8212,57005.3928,7,Green
9,Dixon,S2,10.8052,58209.9596,58220.7648,7,Green
18,Gutierrez,S2,11.2942,57522.8004,57534.0946,7,Green
12,Power,S2,10.5389,58142.0311,58152.57,7,Green
28,Hunter-Reay,S2,10.6388,58177.0555,58187.6943,7,Green
16,Servia,S2,10.6803,56875.1516,56885.8319,7,Green
5,Hinchcliffe,S2,10.2636,57153.7719,57164.0355,7,Green
2,Newgarden,S2,10.6448,58365.3459,58375.9907,7,Green
8,Chilton,S2,10.5724,57123.1377,57133.7101,7,Green
15,Rahal,S2,10.305,57785.7077,57796.0127,8,Green
1,Pagenaud,S2,10.7564,58001.8364,58012.5928,8,Green
16,Servia,S2,10.6697,56952.4775,56963.1472,8,Green
5,Hinchcliffe,S2,10.3842,57230.02,57240.4042,8,Green
4,Daly,S2,10.7751,57655.451,57666.2261,8,Green
2,Newgarden,S2,10.6248,58442.0088,58452.6336,8,Green
27,Andretti,S2,10.7885,57581.3887,57592.1772,8,Green
83,Kimball,S2,10.6033,57071.7508,57082.3541,8,Green
7,Aleshin,S2,10.5926,57485.2304,57495.823,8,Green
26,Sato,S2,10.6116,57778.6723,57789.2839,8,Green
21,Hildebrand,S2,10.8139,56859.4737,56870.2876,8,Green
12,Power,S2,10.5689,58219.1499,58229.7188,8,Green
28,Hunter-Reay,S2,10.5762,58256.9695,58267.5457,8,Green
10,Kanaan,S2,10.974,58431.8175,58442.7915,8,Green
20,Pigot,S2,10.8832,58170.5212,58181.4044,8,Green
14,Munoz,S2,10.7494,57336.6307,57347.3801,8,Green
19,Jones,S2,10.9625,57528.1047,57539.0672,8,Green
9,Dixon,S2,10.7347,58289.4866,58300.2213,8,Green
18,Gutierrez,S2,11.0808,57606.8578,57617.9386,8,Green
3,Castroneves,S2,10.7366,58404.9425,58415.6791,9,Green
15,Rahal,S2,10.3193,57861.1092,57871.4285,9,Green
1,Pagenaud,S2,10.6745,58080.8388,58091.5133,9,Green
28,Hunter-Reay,S2,10.6582,58336.7561,58347.4143,9,Green
16,Servia,S2,10.6782,57029.5187,57040.1969,9,Green
4,Daly,S2,10.8759,57734.3212,57745.1971,9,Green
8,Chilton,S2,10.6551,57733.1409,57743.796,9,Green
27,Andretti,S2,10.7555,57658.7299,57669.4854,9,Green
20,Pigot,S2,10.6791,58251.379,58262.0581,9,Green
14,Munoz,S2,10.6173,57414.64,57425.2573,9,Green
19,Jones,S2,10.7969,57609.9097,57620.7066,9,Green
18,Gutierrez,S2,11.2665,57685.947,57697.2135,9,Green
3,Castroneves,S2,10.7365,58483.6444,58494.3809,10,Green
18,Gutierrez,S2,11.1516,57766.3173,57777.4689,10,Green
16,Servia,S2,10.7224,57106.3346,57117.057,10,Green
5,Hinchcliffe,S2,10.7542,58074.6051,58085.3593,10,Green
8,Chilton,S2,10.6699,57810.9267,57821.5966,10,Green
83,Kimball,S2,10.6423,57595.5919,57606.2342,10,Green
20,Pigot,S2,10.6597,58329.6028,58340.2625,10,Green
19,Jones,S2,10.8634,57687.4845,57698.3479,10,Green
1,Pagenaud,S2,10.5852,58158.7929,58169.3781,10,Green
7,Aleshin,S2,10.62,57946.119,57956.739,10,Green
26,Sato,S2,10.7892,58111.3695,58122.1587,10,Green
21,Hildebrand,S2,10.6485,57358.1976,57368.8461,10,Green
12,Power,S2,10.826,58506.7298,58517.5558,10,Green
28,Hunter-Reay,S2,10.6638,58417.3098,58427.9736,10,Green
5,Hinchcliffe,S2,10.6447,58152.6756,58163.3203,11,Green
4,Daly,S2,10.5605,58381.091,58391.6515,11,Green
27,Andretti,S2,10.718,58265.3157,58276.0337,11,Green
83,Kimball,S2,10.6361,57673.2994,57683.9355,11,Green
20,Pigot,S2,11.1663,58408.369,58419.5353,11,Green
14,Munoz,S2,10.8227,57800.5269,57811.3496,11,Green
15,Rahal,S2,10.5093,58312.2435,58322.7528,11,Green
1,Pagenaud,S2,10.6387,58235.2604,58245.8991,11,Green
26,Sato,S2,10.6193,58191.4527,58202.072,11,Green
21,Hildebrand,S2,10.5472,57434.2485,57444.7957,11,Green
28,Hunter-Reay,S2,10.4947,58496.9946,58507.4893,11,Green
18,Gutierrez,S2,11.3637,58166.756,58178.1197,12,Green
16,Servia,S2,10.7061,57808.4031,57819.1092,12,Green
5,Hinchcliffe,S2,10.7602,58230.2461,58241.0063,12,Green
4,Daly,S2,10.5529,58457.5646,58468.1175,12,Green
8,Chilton,S2,10.6877,58199.5347,58210.2224,12,Green
27,Andretti,S2,10.7955,58345.9139,58356.7094,12,Green
83,Kimball,S2,10.7601,57752.1463,57762.9064,12,Green
20,Pigot,S2,10.8451,58490.4402,58501.2853,12,Green
19,Jones,S2,10.8745,58146.1663,58157.0408,12,Green
15,Rahal,S2,10.3675,58390.236,58400.6035,12,Green
1,Pagenaud,S2,10.6268,58316.2334,58326.8602,12,Green
7,Aleshin,S2,10.7375,58339.6407,58350.3782,12,Green
26,Sato,S2,10.5012,58268.2599,58278.7611,12,Green
21,Hildebrand,S2,10.5569,57512.1451,57522.702,12,Green
1,Pagenaud,S2,10.6232,58394.2336,58404.8568,13,Green
7,Aleshin,S2,10.6384,58419.9576,58430.596,13,Green
26,Sato,S2,10.4434,58348.9003,58359.3437,13,Green
21,Hildebrand,S2,10.625,57588.7612,57599.3862,13,Green
16,Servia,S2,10.687,57885.0407,57895.7277,13,Green
5,Hinchcliffe,S2,10.5024,58308.5219,58319.0243,13,Green
8,Chilton,S2,10.7292,58277.4753,58288.2045,13,Green
27,Andretti,S2,10.8014,58424.2926,58435.094,13,Green
14,Munoz,S2,10.6056,58261.5563,58272.1619,13,Green
18,Gutierrez,S2,11.1797,58247.0877,58258.2674,13,Green
1,Pagenaud,S2,10.6561,58472.2084,58482.8645,14,Green
19,Jones,S2,10.9616,58335.0735,58346.0351,14,Green
18,Gutierrez,S2,11.1026,58327.0078,58338.1104,14,Green
7,Aleshin,S2,10.6438,58498.4724,58509.1162,14,Green
16,Servia,S2,10.7068,57961.9504,57972.6572,14,Green
5,Hinchcliffe,S2,10.714,58386.1817,58396.8957,14,Green
8,Chilton,S2,10.8387,58356.3797,58367.2184,14,Green
83,Kimball,S2,10.8932,58148.5138,58159.407,14,Green
14,Munoz,S2,10.6346,58344.2194,58354.854,14,Green
21,Hildebrand,S2,10.901,58044.3698,58055.2708,15,Green
5,Hinchcliffe,S2,10.8193,58479.11,58489.9293,15,Green
8,Chilton,S2,10.9286,58436.5114,58447.44,15,Green
83,Kimball,S2,10.7088,58227.0079,58237.7167,15,Green
14,Munoz,S2,10.965,58421.9376,58432.9026,15,Green
19,Jones,S2,10.924,58415.0534,58425.9774,15,Green
18,Gutierrez,S2,11.3068,58407.0649,58418.3717,15,Green
21,Hildebrand,S2,10.8221,58122.4708,58133.2929,16,Green
16,Servia,S2,10.6425,58400.6727,58411.3152,16,Green
14,Munoz,S2,11.3239,58502.8554,58514.1793,16,Green
19,Jones,S2,11.0661,58494.1473,58505.2134,16,Green
18,Gutierrez,S2,11.1672,58487.1491,58498.3163,16,Green
21,Hildebrand,S2,10.8304,58201.2186,58212.049,17,Green
16,Servia,S2,10.5437,58477.3034,58487.8471,17,Green
5,Hinchcliffe,S3,25.2534,56618.3435,56643.5969,0,Green
4,Daly,S3,22.4531,55948.2261,55970.6792,0,Green
2,Newgarden,S3,20.6569,57170.6599,57191.3168,0,Green
8,Chilton,S3,20.6894,55931.976,55952.6654,0,Green
27,Andretti,S3,22.795,56257.7308,56280.5258,0,Green
83,Kimball,S3,20.8122,55963.7485,55984.5607,0,Green
26,Sato,S3,21.5502,55977.9502,55999.5004,0,Green
21,Hildebrand,S3,20.9583,55946.8532,55967.8115,0,Green
12,Power,S3,21.1984,57324.2928,57345.4912,0,Green
28,Hunter-Reay,S3,22.84,56618.0239,56640.8639,0,Green
10,Kanaan,S3,20.2029,56704.1972,56724.4001,0,Green
16,Servia,S3,21.4252,55954.1362,55975.5614,0,Green
18,Gutierrez,S3,26.078,56212.2221,56238.3001,0,Green
3,Castroneves,S3,20.1925,57202.0018,57222.1943,0,Green
15,Rahal,S3,22.5196,56949.1885,56971.7081,0,Green
98,Rossi,S3,20.658,55996.8782,56017.5362,0,Green
1,Pagenaud,S3,22.2925,56683.1557,56705.4482,0,Green
7,Aleshin,S3,20.141,56204.3954,56224.5364,0,Green
27,Andretti,S3,23.6683,56175.497,56199.1653,0,Green
83,Kimball,S3,26.6782,55875.6052,55902.2834,0,Green
20,Pigot,S3,23.8842,56750.5873,56774.4715,0,Green
14,Munoz,S3,28.4131,55833.8939,55862.307,0,Green
19,Jones,S3,29.2257,56171.2715,56200.4972,0,Green
9,Dixon,S3,24.7498,57124.9903,57149.7401,0,Green
20,Pigot,S3,21.4602,56834.0802,56855.5404,0,Green
14,Munoz,S3,23.5448,55999.0657,56022.6105,0,Green
19,Jones,S3,25.288,56262.8908,56288.1788,0,Green
9,Dixon,S3,20.6534,57209.3797,57230.0331,0,Green
18,Gutierrez,S3,24.9795,56669.0359,56694.0154,0,Green
5,Hinchcliffe,S3,23.291,56216.9661,56240.2571,0,Green
4,Daly,S3,25.9137,55851.7289,55877.6426,0,Green
2,Newgarden,S3,23.2198,57091.1007,57114.3205,0,Green
8,Chilton,S3,24.3291,55841.4543,55865.7834,0,Green
28,Hunter-Reay,S3,25.7871,56236.261,56262.0481,0,Green
10,Kanaan,S3,25.3349,56620.8572,56646.1921,0,Green
16,Servia,S3,24.0542,55870.7874,55894.8416,0,Green
1,Pagenaud,S3,28.1291,55848.396,55876.5251,0,Green
7,Aleshin,S3,23.388,56122.9519,56146.3399,0,Green
26,Sato,S3,23.9425,55895.4021,55919.3446,0,Green
21,Hildebrand,S3,23.0746,55862.943,55886.0176,0,Green
12,Power,S3,24.5238,57240.966,57265.4898,0,Green
3,Castroneves,S3,22.8447,57121.7823,57144.627,0,Green
15,Rahal,S3,24.3829,56649.5637,56673.9466,0,Green
98,Rossi,S3,23.3309,55915.0648,55938.3957,0,Green
3,Castroneves,S3,20.0921,57277.6259,57297.718,1,Green
19,Jones,S3,24.3952,56622.3922,56646.7874,1,Green
9,Dixon,S3,23.3557,57396.0558,57419.4115,1,Green
18,Gutierrez,S3,21.3212,56756.2333,56777.5545,1,Green
2,Newgarden,S3,22.3248,57247.6057,57269.9305,1,Green
8,Chilton,S3,20.4258,56009.6494,56030.0752,1,Green
27,Andretti,S3,24.4071,56640.7138,56665.1209,1,Green
83,Kimball,S3,20.7304,56041.0614,56061.7918,1,Green
20,Pigot,S3,21.1585,56913.5299,56934.6884,1,Green
14,Munoz,S3,21.4449,56081.7525,56103.1974,1,Green
12,Power,S3,20.3078,57402.1262,57422.434,1,Green
28,Hunter-Reay,S3,20.5292,56699.5862,56720.1154,1,Green
10,Kanaan,S3,20.1773,56783.8897,56804.067,1,Green
16,Servia,S3,20.6628,56033.3623,56054.0251,1,Green
5,Hinchcliffe,S3,21.6238,56701.9977,56723.6215,1,Green
4,Daly,S3,20.4965,56029.4333,56049.9298,1,Green
15,Rahal,S3,20.7035,57029.2229,57049.9264,1,Green
98,Rossi,S3,20.0463,56073.7699,56093.8162,1,Green
1,Pagenaud,S3,20.1168,56762.7353,56782.8521,1,Green
7,Aleshin,S3,24.5191,56282.6423,56307.1614,1,Red
26,Sato,S3,20.0641,56055.9626,56076.0267,1,Green
21,Hildebrand,S3,20.8706,56025.1237,56045.9943,1,Green
4,Daly,S3,20.287,56106.1311,56126.4181,2,Green
2,Newgarden,S3,21.0762,57331.6417,57352.7179,2,Green
8,Chilton,S3,22.4402,56087.0744,56109.5146,2,Green
27,Andretti,S3,20.6665,56723.0543,56743.7208,2,Green
83,Kimball,S3,20.4825,56118.1995,56138.682,2,Green
20,Pigot,S3,20.9987,56992.3106,57013.3093,2,Green
21,Hildebrand,S3,20.7301,56103.0765,56123.8066,2,Green
12,Power,S3,20.1476,57478.6004,57498.748,2,Green
28,Hunter-Reay,S3,20.3255,56776.5914,56796.9169,2,Green
10,Kanaan,S3,22.5736,56860.0955,56882.6691,2,Green
16,Servia,S3,20.4981,56110.6764,56131.1745,2,Green
5,Hinchcliffe,S3,20.6195,56780.2058,56800.8253,2,Green
3,Castroneves,S3,20.15,57353.1731,57373.3231,2,Green
15,Rahal,S3,20.379,57105.9844,57126.3634,2,Green
98,Rossi,S3,19.8862,56149.7429,56169.6291,2,Green
1,Pagenaud,S3,20.2706,56838.0841,56858.3547,2,Green
7,Aleshin,S3,22.9346,56660.7807,56683.7153,2,Green
26,Sato,S3,23.4113,56131.4841,56154.8954,2,Green
14,Munoz,S3,20.6453,56160.1016,56180.7469,2,Green
19,Jones,S3,20.9444,56706.2262,56727.1706,2,Green
9,Dixon,S3,20.8838,57483.0905,57503.9743,2,Green
18,Gutierrez,S3,24.2261,56837.1237,56861.3498,2,Green
3,Castroneves,S3,20.1113,57428.5876,57448.6989,3,Green
15,Rahal,S3,20.2124,57181.9992,57202.2116,3,Green
98,Rossi,S3,20.0927,56224.9473,56245.04,3,Green
1,Pagenaud,S3,20.1527,56918.5456,56938.6983,3,Green
7,Aleshin,S3,20.2715,56740.9129,56761.1844,3,Green
20,Pigot,S3,21.0702,57070.6339,57091.7041,3,Green
14,Munoz,S3,20.4601,56237.0672,56257.5273,3,Green
19,Jones,S3,21.1686,56785.5317,56806.7003,3,Green
9,Dixon,S3,23.0427,57904.9624,57928.0051,3,Green
18,Gutierrez,S3,24.7254,57208.1809,57232.9063,3,Green
5,Hinchcliffe,S3,20.3244,56856.6831,56877.0075,3,Green
4,Daly,S3,20.4895,56182.4449,56202.9344,3,Green
2,Newgarden,S3,22.8377,57725.6335,57748.4712,3,Green
8,Chilton,S3,20.6068,56171.9658,56192.5726,3,Green
27,Andretti,S3,20.3673,56800.4075,56820.7748,3,Green
83,Kimball,S3,20.6274,56195.2406,56215.868,3,Green
26,Sato,S3,20.1596,56212.4434,56232.603,3,Green
21,Hildebrand,S3,20.7118,56180.2819,56200.9937,3,Green
12,Power,S3,20.1802,57554.7068,57574.887,3,Green
28,Hunter-Reay,S3,20.2131,56855.6484,56875.8615,3,Green
10,Kanaan,S3,20.5004,56940.8706,56961.371,3,Green
16,Servia,S3,23.3111,56187.776,56211.0871,3,Green
3,Castroneves,S3,23.5079,57882.3125,57905.8204,4,Green
1,Pagenaud,S3,20.1223,56993.9846,57014.1069,4,Green
7,Aleshin,S3,20.2694,56816.888,56837.1574,4,Green
26,Sato,S3,24.0742,56901.253,56925.3272,4,Green
15,Rahal,S3,23.0548,57257.5555,57280.6103,4,Green
14,Munoz,S3,22.474,56771.519,56793.993,4,Green
19,Jones,S3,21.1674,56864.3849,56885.5523,4,Green
9,Dixon,S3,20.7497,57986.3393,58007.089,4,Green
18,Gutierrez,S3,20.7469,57295.1553,57315.9022,4,Green
4,Daly,S3,22.5843,56950.3763,56972.9606,4,Green
2,Newgarden,S3,21.2445,57806.3538,57827.5983,4,Green
8,Chilton,S3,22.1451,56899.2569,56921.402,4,Green
27,Andretti,S3,20.4825,56877.4064,56897.8889,4,Green
83,Kimball,S3,24.1058,56272.7252,56296.831,4,Red
20,Pigot,S3,22.015,57580.4919,57602.5069,4,Green
21,Hildebrand,S3,22.5423,56258.7555,56281.2978,4,Green
12,Power,S3,23.9903,57910.799,57934.7893,4,Green
28,Hunter-Reay,S3,20.2882,56946.5258,56966.814,4,Green
10,Kanaan,S3,22.8449,57689.8106,57712.6555,4,Green
16,Servia,S3,24.9044,56270.8365,56295.7409,4,Red
5,Hinchcliffe,S3,20.3336,56934.136,56954.4696,4,Green
3,Castroneves,S3,20.9808,57964.574,57985.5548,5,Green
15,Rahal,S3,20.0985,57338.0403,57358.1388,5,Green
27,Andretti,S3,20.5589,56954.5745,56975.1334,5,Green
83,Kimball,S3,23.3534,56844.6309,56867.9843,5,Green
20,Pigot,S3,20.4454,57659.1581,57679.6035,5,Green
14,Munoz,S3,20.5859,56852.304,56872.8899,5,Green
19,Jones,S3,20.9717,56944.4965,56965.4682,5,Green
9,Dixon,S3,20.8323,58064.264,58085.0963,5,Green
10,Kanaan,S3,20.8315,57770.3639,57791.1954,5,Green
16,Servia,S3,23.1762,56726.2686,56749.4448,5,Green
5,Hinchcliffe,S3,20.4029,57010.977,57031.3799,5,Green
4,Daly,S3,20.9339,57034.5371,57055.471,5,Green
2,Newgarden,S3,24.9126,58084.9556,58109.8682,5,Green
8,Chilton,S3,20.6764,56979.6248,57000.3012,5,Green
1,Pagenaud,S3,20.2176,57075.3704,57095.588,5,Green
7,Aleshin,S3,20.7353,56892.9988,56913.7341,5,Green
26,Sato,S3,21.0568,56983.5118,57004.5686,5,Green
21,Hildebrand,S3,27.3459,56626.617,56653.9629,5,Green
12,Power,S3,20.7252,57993.0017,58013.7269,5,Green
28,Hunter-Reay,S3,20.1813,57025.293,57045.4743,5,Green
18,Gutierrez,S3,21.4535,57373.6215,57395.075,5,Green
3,Castroneves,S3,20.6344,58041.3365,58061.9709,6,Green
15,Rahal,S3,21.4424,57638.9811,57660.4235,6,Green
1,Pagenaud,S3,20.1705,57150.8129,57170.9834,6,Green
7,Aleshin,S3,23.0185,57338.9593,57361.9778,6,Green
26,Sato,S3,20.3294,57061.8154,57082.1448,6,Green
14,Munoz,S3,21.5494,56931.1328,56952.6822,6,Green
19,Jones,S3,20.7594,57022.7999,57043.5593,6,Green
9,Dixon,S3,21.0161,58141.972,58162.9881,6,Green
18,Gutierrez,S3,21.0099,57454.9345,57475.9444,6,Green
4,Daly,S3,20.8932,57112.7044,57133.5976,6,Green
2,Newgarden,S3,22.2106,58297.0817,58319.2923,6,Green
8,Chilton,S3,20.3938,57057.0163,57077.4101,6,Green
27,Andretti,S3,22.9435,57432.9153,57455.8588,6,Green
83,Kimball,S3,21.0592,56927.5437,56948.6029,6,Green
20,Pigot,S3,20.8331,57736.1146,57756.9477,6,Green
21,Hildebrand,S3,20.6195,56715.1178,56735.7373,6,Green
12,Power,S3,22.3726,58072.5759,58094.9485,6,Green
28,Hunter-Reay,S3,24.1935,58101.0511,58125.2446,6,Green
10,Kanaan,S3,20.769,57848.4643,57869.2333,6,Green
16,Servia,S3,20.8459,56808.1168,56828.9627,6,Green
5,Hinchcliffe,S3,20.4212,57087.7899,57108.2111,6,Green
3,Castroneves,S3,20.6099,58118.0338,58138.6437,7,Green
15,Rahal,S3,20.3047,57716.0065,57736.3112,7,Green
27,Andretti,S3,21.0698,57514.2579,57535.3277,7,Green
83,Kimball,S3,20.4497,57005.3928,57025.8425,7,Green
20,Pigot,S3,22.5599,58097.8839,58120.4438,7,Green
14,Munoz,S3,23.383,57265.4991,57288.8821,7,Green
19,Jones,S3,24.4424,57455.597,57480.0394,7,Green
9,Dixon,S3,21.2227,58220.7648,58241.9875,7,Green
10,Kanaan,S3,22.8948,58361.6199,58384.5147,7,Green
16,Servia,S3,20.5751,56885.8319,56906.407,7,Green
5,Hinchcliffe,S3,20.3668,57164.0355,57184.4023,7,Green
4,Daly,S3,22.2762,57586.1774,57608.4536,7,Green
2,Newgarden,S3,20.6559,58375.9907,58396.6466,7,Green
8,Chilton,S3,20.3741,57133.7101,57154.0842,7,Green
1,Pagenaud,S3,23.7502,57929.9441,57953.6943,7,Green
7,Aleshin,S3,19.948,57420.2568,57440.2048,7,Green
26,Sato,S3,22.2624,57709.4896,57731.752,7,Green
21,Hildebrand,S3,20.6571,56792.5065,56813.1636,7,Green
12,Power,S3,20.7631,58152.57,58173.3331,7,Green
28,Hunter-Reay,S3,21.5846,58187.6943,58209.2789,7,Green
18,Gutierrez,S3,23.9262,57534.0946,57558.0208,7,Green
